0,1,2,3
0.5936523786591776,0.8144302333267235,0.8466020725164941,0.8472390030769394
0.5873650618288166,0.8034220331003707,0.8391072086181289,0.8399547429521083
0.6248295677580957,0.821385769457496,0.845351676264398,0.8456215458620487
0.6242110570184842,0.8216837982466438,0.8435513832739122,0.8444791392662555
0.6022689563630339,0.8029562632112137,0.839529265999479,0.840107052140705
0.6154295507614109,0.8091290345208079,0.8429975138974881,0.8434476765126036
0.6141981746099193,0.8069751632558635,0.8381735779776909,0.8385564215771572
0.6201345368605502,0.8153074916264345,0.8444551820331542,0.8450622402441046
0.5920039497059983,0.7845035214164985,0.8204117716886478,0.8211540547212342
0.5853814474431459,0.812403668586213,0.8472690170654816,0.8476367187763464
