0,1,2,3
0.19202685356140137,0.08262085914611816,0.016602754592895508,0.0022509098052978516
0.14486408233642578,0.06279993057250977,0.009863853454589844,0.0033957958221435547
0.15581083297729492,0.045270681381225586,0.009344100952148438,0.001123666763305664
0.18827176094055176,0.03926444053649902,0.009032964706420898,0.0023641586303710938
0.22307157516479492,0.05886960029602051,0.01263737678527832,0.00540471076965332
0.1781466007232666,0.053421735763549805,0.011255979537963867,0.004302024841308594
0.3964667320251465,0.05156683921813965,0.019215106964111328,0.0023703575134277344
0.15409398078918457,0.055229902267456055,0.009221315383911133,0.0033948421478271484
0.16112589836120605,0.04411792755126953,0.011091470718383789,0.005632638931274414
0.16329240798950195,0.16303062438964844,0.012076377868652344,0.004017829895019531
